Nível 01
0,36
1,37
1,37
1,37
1,37
2,59
2,59
2,59
2,59
2,61
2,61
2,61
2,61
2,62
2,62
2,62
2,62
2,64
2,64
2,64
2,64
2,65
2,65
2,65
2,65
2,67
2,67
2,67
2,67
2,69
2,69
2,69
2,69
2,70
2,70
2,70
2,70
2,71
2,71
2,71
2,71
2,73
2,73
2,73
2,73
2,74
2,74
2,74
2,74
2,75
2,75
2,75
2,75
2,76
2,76
2,76
2,76
2,77
2,77
2,77
2,77
2,79
2,79
2,79
2,79
2,80
2,80
2,80
2,80
2,81
2,81
2,81
2,81
2,72
2,72
2,72
2,72
2,62
2,62
2,62
2,62
2,02
2,02
2,02
2,02
1,04
1,04
1,04
1,04
2,20
2,20
2,20
2,20
2,87
2,87
2,87
2,87
2,88
2,88
2,88
2,88
2,88
2,88
2,88
2,88
2,89
2,89
2,89
2,89
2,89
2,89
2,89
2,89
2,90
2,90
2,90
2,90
2,91
2,91
2,91
2,91
2,91
2,91
2,91
2,91
2,92
2,92
2,92
2,92
2,92
2,92
2,92
2,92
2,93
2,93
2,93
2,93
2,93
2,93
2,93
2,93
2,93
2,93
2,93
2,93
2,94
2,94
2,94
2,94
2,94
2,94
2,94
2,94
2,94
2,94
2,94
2,94
2,94
2,94
2,94
2,94
2,94
2,94
2,94
2,94
2,94
2,94
2,94
2,94
2,94
2,94
2,94
2,94
2,94
2,94
2,94
2,94
2,94
2,93
2,93
2,93
2,93
2,93
2,93
2,93
2,93
2,93
2,93
2,93
2,93
2,93
2,93
2,93
2,93
2,93
2,93
2,93
2,93
2,92
2,92
2,92
2,92
2,92
2,92
2,92
2,92
2,92
2,92
2,92
2,92
2,92
2,92
2,92
2,92
2,91
2,91
2,91
2,91
2,91
2,91
2,91
2,91
2,91
2,91
2,91
2,91
2,90
2,90
2,90
2,90
2,89
2,89
2,89
2,89
2,89
2,89
2,89
2,89
2,88
2,88
2,88
2,88
2,88
2,88
2,88
2,88
2,87
2,87
2,87
2,87
2,86
2,86
2,86
2,86
2,86
2,86
2,86
2,86
2,85
2,85
2,85
2,85
2,84
2,84
2,84
2,84
2,84
2,84
2,84
2,84
2,82
2,82
2,82
2,82
2,82
2,82
2,82
2,82
2,81
2,81
2,81
2,81
2,80
2,80
2,80
2,80
2,79
2,79
2,79
2,79
2,78
2,78
2,78
2,78
2,77
2,77
2,77
2,77
2,76
2,76
2,76
2,76
2,74
2,74
2,74
2,74
2,73
2,73
2,73
2,73
2,72
2,72
2,72
2,72
2,71
2,71
2,71
2,71
2,71
2,70
2,70
2,70
2,70
2,68
2,68
2,68
2,67
2,67
2,67
2,67
2,66
2,66
2,66
2,66
2,65
2,65
2,65
2,65
2,65
2,64
2,64
2,64
2,64
2,63
2,63
2,63
2,63
2,61
2,61
2,61
2,61
2,60
2,60
2,60
2,60
2,59
2,59
2,59
2,59
2,57
2,57
2,57
2,09
2,09
2,09
2,09
0,24
0,24
0,24
0,24
0,24
0,20
0,20
0,20
0,20
0,17
0,17
0,17
1,27
1,27
1,27
1,27
1,27
2,50
2,50
2,50
2,50
2,49
